,mean_temp
15239,19.4
3470,14.8
13473,4.0
7172,19.4
4365,1.3
10597,5.2
1195,9.2
11469,14.1
4953,20.4
1423,7.2
5749,14.2
256,11.4
12927,13.7
9279,13.7
288,12.6
8540,15.8
15184,17.0
9965,10.8
10323,10.2
6601,4.0
4484,14.6
9214,6.5
11258,14.9
5862,6.0
8012,10.4
1232,14.8
7255,7.4
11643,4.2
2675,8.8
1112,5.0
14361,9.7
11204,15.0
267,13.5
13371,17.6
14607,9.8
9252,11.2
5931,4.7
11712,4.9
3048,12.2
6466,12.8
9304,15.0
1379,8.9
14268,11.3
11790,9.1
11545,17.3
4759,1.6
9800,14.3
11178,20.7
6876,5.2
3790,17.8
620,17.8
652,8.4
6955,7.9
8300,12.6
3473,16.8
12627,19.8
5279,15.0
7159,21.9
5019,17.4
7261,3.6
14494,14.3
2516,3.6
7711,5.2
11775,9.7
7412,7.2
13615,11.6
8421,11.6
13926,8.6
12171,9.0
3603,10.6
6624,6.4
14580,12.7
8773,-1.4
9174,8.5
1506,0.5
6427,19.8
13300,12.1
5524,0.4
11183,19.2
12667,16.2
6705,12.0
14964,7.5
4890,19.6
730,9.2
7672,9.4
12641,20.2
6417,19.4
14411,17.2
1745,11.6
3853,22.4
9881,8.6
14973,6.5
2709,16.0
7093,15.4
3388,8.8
7434,15.4
8794,5.8
11379,7.3
15133,13.4
8515,13.7
3126,15.4
1156,7.0
10056,18.2
32,2.8
10356,13.4
11901,23.0
1336,15.8
13850,3.4
5620,13.8
13141,9.6
9029,20.0
1610,13.6
939,20.6
6497,13.3
4023,9.3
14309,7.7
8642,19.4
11290,6.9
745,3.5
4083,9.6
7228,11.6
2877,7.2
15173,22.8
4701,4.2
1741,10.4
9485,1.8
2651,3.8
12192,14.4
10561,8.8
3002,4.4
1821,8.1
8909,13.6
1330,15.3
12474,2.6
957,22.0
2110,11.0
5667,16.2
13193,6.3
4691,5.6
1660,21.2
14171,14.5
8366,5.4
5363,17.6
13665,12.2
655,8.7
13325,20.6
11060,10.8
14311,7.5
10315,7.4
7033,10.4
10560,9.5
2199,-4.0
2960,8.1
4640,18.2
7320,7.2
13345,20.1
14663,11.5
5740,11.6
8990,23.0
1405,10.8
6225,8.0
2625,6.2
9345,21.6
7919,17.4
5436,2.4
5220,13.1
3148,19.4
12238,19.0
2873,10.0
3916,19.4
5527,5.6
14054,20.6
10632,7.9
8291,13.7
76,5.1
5195,7.1
9935,6.8
9186,2.0
14259,7.8
4947,20.2
8187,14.2
2260,8.2
1775,10.0
5375,14.0
5768,9.6
93,4.0
10687,8.2
10438,15.8
4007,12.2
10319,7.4
5963,12.0
12019,6.7
4810,8.6
3181,19.4
6096,15.0
1076,-4.4
2338,15.0
11670,2.8
1885,4.5
9210,11.0
12575,15.7
4323,7.0
4949,20.6
9880,9.4
10234,9.4
12352,8.6
10215,0.1
2759,17.4
7861,14.0
5635,16.3
4030,4.3
3352,5.0
1437,5.6
1233,13.7
8552,16.3
4281,13.2
5834,3.4
7047,6.5
3102,20.9
2465,20.1
6945,6.6
14154,15.9
449,8.2
10562,9.8
10723,19.8
3621,10.2
2317,10.7
6366,22.5
2185,3.2
4477,8.2
1890,7.1
1155,9.6
14231,4.5
13536,8.2
7225,13.2
1728,15.4
11066,10.8
10990,-1.0
8046,4.9
11114,12.0
11504,20.5
11683,0.2
4392,7.2
8698,11.6
2503,12.9
10884,11.4
2463,18.2
6201,4.4
2846,10.2
14937,8.8
5312,15.7
1612,17.2
10050,18.4
2191,7.1
1729,17.4
4824,10.9
10465,16.0
11432,10.1
10669,4.6
8379,5.2
9850,2.8
5453,7.8
15015,7.5
14275,5.0
7085,14.0
6556,3.3
4047,8.8
5775,11.0
8496,9.5
7624,7.2
11337,3.6
14785,20.9
4240,21.0
5781,13.8
7649,8.8
2755,15.1
2492,10.4
3139,14.4
8719,10.0
14394,16.3
5234,14.9
12411,10.0
3272,12.1
15189,18.5
5273,22.4
6244,-1.4
2889,4.0
13092,7.7
788,3.1
5905,3.0
6189,4.3
5504,8.0
13921,1.6
10912,12.6
10767,16.6
13734,18.2
6526,5.7
3377,7.4
4527,16.0
13107,8.8
1780,4.8
7075,17.4
2959,5.6
14126,17.9
8593,13.8
349,6.8
7199,13.3
6156,11.7
3349,4.7
42,2.8
801,11.4
3529,16.0
6346,6.5
981,19.9
3458,18.3
7250,10.0
5804,9.5
5173,2.6
7945,12.6
13555,4.0
7632,9.8
6334,7.0
3091,13.8
7315,1.9
8267,18.3
2756,15.8
12194,13.4
916,17.3
4617,15.6
1616,17.8
12628,20.3
14689,11.7
2146,4.8
7530,18.8
1833,3.4
8581,15.6
13174,5.9
6742,16.1
7749,7.8
4714,10.6
5992,15.4
10399,16.9
11027,7.6
782,-0.2
6472,12.1
12720,10.3
7872,20.2
9567,5.2
5664,17.3
8401,-0.8
9939,6.2
9246,14.8
4838,7.6
2401,16.2
10428,16.1
4205,17.9
4641,17.2
2152,10.5
8067,2.5
2947,4.7
9790,13.8
7525,18.6
3878,19.5
6224,6.2
13811,11.4
5632,14.6
11123,19.2
13402,17.1
9350,22.3
7028,14.4
3023,7.1
14659,7.2
3541,15.8
3279,6.2
6756,15.2
13229,6.9
14612,4.9
15044,7.8
5896,6.9
2804,13.0
2211,3.1
7695,3.2
10861,14.2
11239,11.0
3133,19.8
12828,7.8
9048,16.2
6959,3.2
4320,9.2
13016,12.9
2107,14.8
5128,9.0
9876,8.3
11586,15.9
3973,5.7
8731,8.3
3034,13.8
13570,4.4
9963,8.6
4663,10.5
7794,10.4
3286,9.8
2367,12.1
9395,13.3
11793,13.5
440,4.4
12928,13.9
12630,21.4
7630,5.6
4692,6.2
13737,19.7
7900,16.6
10076,17.6
1224,8.8
8744,2.4
2592,1.5
3247,7.1
2812,11.4
7634,10.4
7182,17.0
8431,9.1
2691,10.5
4132,12.8
11456,9.6
14743,12.7
2249,7.0
2552,2.8
12204,16.8
12319,11.7
13353,16.2
9722,16.2
3649,10.0
380,3.0
10590,6.7
14123,15.8
7550,21.4
9864,7.5
9660,12.9
1360,10.8
3196,14.1
2037,23.4
486,12.0
14117,19.3
10493,15.0
783,1.5
14941,9.0
10844,15.6
10334,11.4
15035,7.6
3238,7.0
15095,10.2
6029,20.3
5627,10.2
8568,20.6
15303,10.2
6165,2.6
6902,8.0
8396,4.2
13622,8.0
1915,5.8
8746,4.1
5729,15.4
7937,15.2
109,10.6
8587,17.0
3464,17.8
2138,12.8
9749,20.2
5805,12.0
742,1.8
8771,1.2
11799,18.2
6377,20.8
6765,18.5
14395,18.7
14185,7.5
4480,10.6
3442,12.4
14143,16.0
4521,13.6
2847,11.0
10683,11.4
13209,5.8
12141,13.3
9354,20.6
8021,3.6
7709,6.8
7017,8.6
9296,21.8
5414,10.2
13799,12.6
6661,8.8
1834,3.2
14630,2.1
13314,16.0
12877,13.1
6498,11.6
5980,10.2
10171,7.4
4801,8.2
12203,19.1
14230,4.1
5952,5.2
9656,16.1
3003,7.2
23,-1.4
11294,7.3
3524,14.0
12717,16.1
5389,12.4
5803,9.8
10065,21.6
1309,21.8
14749,16.3
8596,19.5
3475,15.8
789,5.9
12162,9.0
15223,14.8
14249,7.2
3284,12.4
15301,10.2
2514,1.5
6444,18.2
4385,7.8
11215,15.4
4905,16.8
8937,18.4
8604,17.4
14656,7.5
11638,10.8
10007,16.3
3688,10.2
1395,9.2
12609,19.1
5865,6.4
5006,14.7
14800,21.7
15259,11.3
7691,5.2
14521,14.6
5257,19.6
12453,7.5
13465,10.4
10029,21.8
14199,12.2
5703,15.8
7760,7.5
12361,5.4
10402,14.0
14112,16.6
6167,5.0
9709,17.8
3301,3.3
13109,10.9
13775,17.0
11050,9.3
5406,5.8
9940,4.3
712,11.2
4279,16.0
13269,9.8
8968,19.4
9676,20.6
12807,5.3
1822,11.2
13042,18.5
5411,8.8
11051,11.4
15022,8.4
7874,15.9
13448,14.9
9730,16.4
6849,16.1
1977,14.4
12181,14.0
14476,22.2
3264,1.8
13798,10.8
4834,6.4
5061,9.7
252,17.7
8730,8.2
2098,16.4
5998,13.9
11578,14.3
3671,0.0
13860,6.7
14140,13.2
13832,9.4
11109,18.9
4416,0.4
14466,15.9
12434,-1.2
6137,10.8
9611,10.4
13728,18.0
11142,20.3
12150,8.5
2934,-6.2
12321,13.3
11634,7.1
9180,5.3
12228,16.3
6872,6.6
15243,10.8
6237,1.1
8545,13.3
14732,11.4
13246,12.3
9668,20.8
56,1.6
3412,11.8
5859,8.7
2855,9.0
8104,12.1
2986,3.0
4572,18.4
6292,8.3
9432,13.0
12335,11.5
12406,5.5
10175,7.0
12751,8.9
12063,9.0
4722,4.2
11336,1.8
8703,10.7
4472,10.5
8986,26.6
8330,11.6
2188,1.7
13943,8.3
4049,7.9
12502,0.6
5719,15.3
13790,12.0
7735,8.2
3544,12.8
6286,6.2
519,19.6
14923,6.3
4508,7.4
10664,8.4
6958,6.4
5263,14.4
14888,14.4
7281,6.4
227,15.4
13612,9.0
10494,14.0
665,13.6
7981,9.2
13522,8.2
12038,2.3
14335,7.0
10598,6.2
10360,11.4
1699,19.6
15251,14.4
13316,18.9
1877,4.1
15121,19.1
513,12.9
8309,16.8
6480,15.4
14070,21.1
9839,3.2
7889,20.2
6428,18.2
9628,9.6
12566,10.8
8757,10.6
6253,3.9
5970,20.0
8629,22.8
2916,3.8
6020,18.4
480,9.5
11144,18.6
13886,6.2
2577,6.8
6083,15.6
13911,8.8
8565,18.0
6138,11.2
15115,20.5
5272,21.1
7066,14.0
8854,12.2
1596,12.4
14669,9.8
3896,15.2
10803,19.6
1349,16.6
6086,18.0
7517,24.6
3777,17.5
11334,1.1
11596,13.6
12730,8.3
4050,7.7
14886,12.1
11674,-3.2
5702,17.2
15250,11.5
12510,4.1
2762,18.2
15079,8.3
15108,9.7
3685,2.4
5062,9.2
3602,11.0
7960,10.0
8870,17.0
10671,6.0
1446,3.6
12442,1.7
1020,5.6
705,4.0
10650,6.7
1866,3.4
7698,8.4
6844,16.5
13187,5.2
11995,14.2
2574,6.2
15149,20.2
2956,7.2
7836,17.6
3742,12.0
3914,17.8
9055,11.0
11822,12.1
1419,8.4
1103,-2.6
8375,5.8
9856,3.6
8201,16.6
10599,7.7
1558,9.0
15203,21.7
15124,17.7
11765,5.5
13117,8.3
3523,17.4
4542,15.2
34,1.6
3400,7.4
14855,19.1
5880,9.2
14696,11.6
7188,17.4
12486,6.5
2652,3.4
5328,17.8
8807,6.0
15270,14.3
12432,1.6
12483,9.3
9332,18.8
13497,10.7
292,12.4
2836,16.6
11201,18.5
9271,18.2
11820,12.7
2870,12.8
13751,23.2
7463,12.0
7903,16.2
10781,16.1
7474,16.3
7921,17.6
1535,5.5
1318,20.3
2730,15.0
10458,14.4
6594,5.2
14392,20.2
13518,7.6
4879,11.9
10665,9.8
9300,16.2
11673,-2.1
14005,12.4
2228,7.2
2641,6.0
4418,0.1
11038,10.4
8060,6.8
12255,16.2
6208,1.5
7197,13.7
356,2.0
12464,6.2
13155,6.0
13211,6.2
14484,18.4
4584,17.9
837,7.6
266,12.1
6670,11.3
2006,13.0
6348,9.4
11092,14.2
2362,15.6
8809,2.0
11400,10.7
12617,24.0
11184,19.7
14818,19.9
6312,6.2
826,8.3
9983,10.1
4253,22.8
6347,7.1
13667,12.0
8482,9.8
1441,2.2
3066,12.6
9869,3.0
2748,17.2
7732,8.0
9245,15.0
3061,9.4
889,15.8
13800,11.1
14057,17.9
12458,3.0
1963,11.0
3125,14.2
6176,10.0
11750,4.4
1127,8.2
9385,19.2
12067,2.5
6692,15.0
9953,9.6
7551,20.2
11423,10.5
6503,14.2
1543,5.9
3263,1.9
11033,9.8
11538,17.4
2268,2.8
3770,7.9
7360,4.3
9045,12.8
132,17.4
9574,13.1
11965,17.5
603,17.4
13066,13.9
843,4.8
393,6.0
14047,22.4
6333,6.6
8045,3.8
4989,14.5
3928,10.7
5511,3.3
7254,6.2
6195,4.4
13307,14.0
13531,3.2
7814,12.9
2277,5.4
6724,17.2
3234,6.9
12542,12.5
3498,14.8
6145,9.6
4613,17.3
9082,10.0
6277,3.4
401,6.4
12068,2.9
5727,13.6
9707,17.2
9592,10.7
10836,16.0
11730,9.8
4680,9.6
5008,17.2
7567,15.6
3403,8.8
7476,13.2
3883,19.0
6613,3.6
9643,22.2
8778,4.2
14404,17.5
1573,10.6
14283,2.6
9545,5.9
2423,16.4
13744,20.6
5264,14.5
14008,10.7
3548,15.0
8118,8.6
11206,16.8
9597,11.4
12718,14.0
8101,9.8
11662,-1.8
14045,20.0
13278,14.0
5501,9.2
15114,18.8
809,10.6
11254,15.5
15051,9.0
2650,6.0
8639,18.4
15202,18.1
11919,17.8
3190,9.5
3620,9.2
1702,14.8
7038,8.6
8802,2.2
3650,7.9
13132,5.8
8027,4.7
14734,7.7
13629,8.8
12955,18.7
14803,19.1
3370,10.4
14424,20.9
6595,4.0
6105,16.8
10416,16.2
9513,7.6
11399,11.4
10383,14.5
7278,1.4
10437,14.8
7058,11.1
664,12.0
10577,2.9
12393,0.9
13972,10.7
1736,17.7
5259,14.2
10740,15.0
3347,2.6
1568,4.0
462,8.1
743,2.9
222,19.3
12132,9.4
3994,6.3
1979,12.8
11077,12.0
625,15.1
10891,10.8
10280,9.6
9943,5.4
12272,15.7
344,7.6
5494,3.6
7050,10.0
8977,19.0
1004,17.8
4449,11.6
2280,9.7
456,10.6
12300,19.4
9423,9.8
4335,12.4
2621,5.9
873,12.6
6631,9.0
13849,2.6
6211,5.0
6389,14.6
14782,16.8
5114,4.2
9770,13.4
5212,9.1
10417,15.6
1760,10.6
842,6.2
13487,10.4
13190,4.9
7583,9.0
5199,3.8
4803,2.8
2902,4.8
12820,8.4
8944,16.6
14999,6.3
7113,17.0
8518,12.0
7689,1.6
6779,21.0
9128,2.4
8444,8.6
3431,14.1
14470,19.9
12253,16.7
13387,16.6
12729,10.2
11767,9.2
12448,10.2
4725,1.6
1469,6.8
5130,10.8
8369,13.4
7273,4.6
13142,5.4
12294,17.1
9341,23.0
10312,10.5
10940,3.2
368,5.2
12864,8.0
3593,5.7
1415,7.4
6572,0.4
8317,13.8
15213,19.4
12437,-0.6
8341,9.2
7091,15.1
12509,3.8
2825,11.4
9535,6.2
1721,14.8
9913,4.2
5324,17.8
4060,5.4
14789,24.3
1824,5.7
10779,17.0
8037,9.9
12333,9.3
12062,10.0
11952,15.7
3232,6.5
1918,4.2
10611,13.5
1569,4.6
1831,5.6
347,7.9
1242,12.9
8489,10.8
7639,8.8
11554,19.4
14364,8.0
12802,7.4
13097,9.8
6890,5.4
12174,14.5
13392,16.3
11133,20.7
10269,8.9
9505,8.8
11856,14.7
11557,19.2
11914,16.9
13247,11.6
11668,3.3
15221,19.0
13656,14.9
6127,17.1
10846,17.0
13381,22.2
1222,7.0
11386,2.7
2134,7.8
14814,26.4
8327,13.7
7013,8.0
7877,18.6
12386,4.0
509,11.8
10694,9.1
3986,3.6
748,2.9
5246,12.1
1259,13.0
4718,7.9
1888,5.0
13898,2.0
711,10.4
13466,11.1
14017,13.1
8209,17.4
5833,3.0
9487,6.7
13458,15.6
15228,14.7
4808,6.6
3329,3.0
3293,4.3
8688,11.7
15214,15.7
6329,9.0
13741,18.6
7767,8.6
13368,20.6
10279,9.0
4865,11.8
5551,11.0
10880,14.8
14396,19.9
104,15.3
7070,16.8
1794,6.4
10705,11.4
14596,7.6
2386,21.2
6733,18.1
4847,11.1
10351,12.0
5837,3.8
8446,4.2
1658,23.6
212,18.6
8440,11.1
5886,9.8
4419,-1.2
14474,18.9
5193,8.8
5735,15.2
1359,15.7
334,11.2
2166,7.8
3110,17.9
5709,18.8
15331,11.7
792,5.7
233,14.8
9276,15.2
12852,8.6
1064,7.6
209,18.6
13266,8.6
11065,10.9
9124,10.3
9750,16.1
4498,10.2
7499,16.4
12143,9.2
2413,15.5
12830,6.3
7947,14.5
11831,13.5
9401,16.8
871,13.9
1263,17.9
1618,19.1
13693,16.1
4345,4.9
10310,6.0
2414,15.2
9635,12.0
13821,6.9
8001,8.8
1220,5.6
6266,4.6
1765,11.1
12727,8.6
8696,9.6
13674,18.2
2001,14.8
5609,14.1
13998,10.9
4581,18.3
8261,22.2
1485,8.4
3582,12.3
2523,0.9
5990,16.7
8617,16.8
13467,12.6
11071,13.8
3078,14.2
4833,6.9
6950,8.1
1305,18.2
4782,8.0
6206,-0.8
8454,6.0
4381,6.3
11693,4.5
13524,6.0
13657,14.6
6243,2.0
10090,19.4
2165,10.2
617,13.0
14882,13.8
7912,17.6
6499,10.6
9672,17.8
10480,14.6
9309,19.2
15067,9.8
2163,7.6
4770,-0.4
10377,14.6
15036,7.0
2004,18.4
10345,14.9
14668,8.9
3047,11.8
12317,13.5
13606,11.2
14830,21.3
13191,5.7
12072,7.7
10538,12.2
14873,19.1
3095,15.8
7712,6.4
3285,10.0
8406,7.4
9684,16.3
9578,12.6
1313,19.8
8814,1.2
12976,21.1
14314,9.2
2903,6.0
14757,13.8
3333,5.6
11542,19.0
3053,12.6
11343,5.1
5072,4.7
8881,12.3
10043,23.0
9780,18.6
2269,1.7
2694,13.9
8374,10.2
12707,10.7
10796,22.0
9593,10.2
10762,17.4
13544,8.6
10023,23.3
8076,6.6
8256,14.8
4707,3.0
13686,17.8
2114,10.6
7608,13.2
1541,5.8
6440,24.0
2602,0.5
13171,2.1
4607,19.4
10688,3.2
9185,1.6
11058,10.0
4756,8.2
6597,6.3
5538,7.2
7223,13.6
520,21.8
10702,8.7
7502,21.0
9647,14.3
9084,11.1
1092,2.6
8919,17.0
8763,9.6
4913,20.3
6123,16.8
13999,13.4
3771,8.4
11324,1.3
1109,-4.2
4655,11.4
10206,7.2
1038,10.6
12626,21.8
20,0.0
14454,18.2
13401,16.5
5531,0.2
14667,10.8
934,14.6
9149,5.6
6861,8.0
13882,1.4
14501,14.4
1726,16.3
4490,5.6
10528,11.3
9034,13.8
1737,18.8
10581,1.2
6745,11.8
561,13.2
13580,4.0
14163,15.6
12799,9.0
1162,3.2
9072,11.9
10252,2.6
8626,20.2
8191,15.0
1527,8.0
8370,11.2
8211,22.5
2930,0.2
14139,12.8
58,4.4
8953,17.0
8422,9.3
13086,15.4
4483,14.8
2291,8.9
7258,6.1
13163,6.2
8416,4.4
9803,15.4
9868,2.5
12949,16.3
1649,22.3
15140,18.0
6438,20.9
2724,19.4
10839,16.2
938,19.4
4510,10.4
13165,2.3
14583,8.4
4694,11.1
9870,3.0
7862,13.0
998,14.6
9226,9.3
4528,14.7
3870,21.9
13731,18.4
5354,15.1
14598,9.5
2907,6.1
11014,7.8
14577,12.9
3538,20.2
14147,16.6
5993,14.4
14500,14.3
915,15.0
13876,3.0
4415,1.6
13451,13.9
10520,8.2
13011,16.7
1817,9.9
14982,11.8
10124,17.2
3949,11.4
337,9.8
2072,21.0
13294,14.5
5822,9.3
10761,15.2
5143,6.0
8398,2.1
3513,18.6
2815,11.2
13349,19.4
6375,16.4
9778,12.2
13786,17.7
8034,-1.1
11119,16.4
8624,18.8
766,4.6
3782,12.8
14180,10.8
1144,4.0
12521,9.7
2510,2.6
14655,7.7
2273,6.4
2860,9.4
1221,6.2
11067,11.8
4864,12.0
14874,20.6
7653,2.2
8283,14.0
9705,20.3
7076,15.5
4924,18.0
4532,12.8
6699,15.0
1672,23.4
11736,6.7
7136,17.7
9987,11.8
4055,11.4
15118,15.6
1808,4.6
2275,5.0
3761,7.0
13127,5.0
10809,16.7
10436,16.3
6798,23.8
2045,17.0
9683,16.5
7103,13.0
5113,0.7
1295,19.7
15179,20.0
4687,14.0
3952,15.2
11985,14.1
4317,10.3
10283,8.4
444,2.6
5519,4.3
858,14.0
11838,12.6
4439,6.5
5321,17.3
841,6.2
11967,13.0
7301,7.2
14214,4.0
11817,14.9
994,16.0
15257,10.6
9212,6.4
1554,6.0
13073,16.2
1973,7.7
1951,11.2
14469,20.2
9717,18.7
7775,5.8
13222,6.1
2513,3.6
5559,8.8
14561,10.9
6301,3.8
2835,15.6
4700,4.0
2445,17.6
2233,-2.6
3050,15.2
12053,12.2
400,6.2
7759,6.6
7944,13.2
5198,4.2
13791,14.4
10089,17.0
1023,8.0
3298,5.6
6803,21.8
9281,15.2
14983,11.5
11842,19.7
9785,14.8
5894,8.2
4241,23.0
5424,9.6
6877,4.0
8109,7.5
12629,18.8
4309,15.2
4080,7.8
803,8.4
1550,6.6
1009,12.8
15302,6.3
8880,14.3
2737,22.2
12965,17.5
5095,5.7
648,5.6
9015,14.4
2862,6.0
4975,16.3
7810,10.4
6399,16.3
9152,7.5
8176,13.2
550,15.3
14535,13.1
5617,9.2
8121,6.4
9073,9.9
211,17.8
12825,5.4
12010,9.5
6343,10.6
1781,7.6
11199,15.3
3543,12.0
14553,12.1
1438,8.4
2515,1.8
2868,8.2
2434,17.0
5045,7.8
4792,6.8
12650,18.4
9479,5.9
12963,16.1
12410,10.3
6475,12.8
1314,18.6
9543,3.5
6824,18.3
9980,10.8
3979,5.0
12,-2.6
15076,17.1
818,11.5
2784,15.6
14711,6.0
13285,12.1
453,9.2
1049,7.5
14869,14.8
1656,25.2
3457,18.4
12943,20.6
13412,13.9
12034,6.3
13318,16.7
5139,4.4
2908,7.7
11340,4.4
940,19.3
7030,10.0
13944,6.6
11800,19.3
13625,11.4
9814,5.2
11720,6.4
4634,17.6
8459,6.7
13024,17.7
6693,14.4
1400,15.4
9932,1.8
30,2.1
6363,14.0
6258,2.4
13633,8.4
3677,4.2
11910,18.9
672,3.1
8634,19.2
9297,20.9
11823,15.5
14610,7.8
5466,12.4
11890,15.5
6973,2.8
9391,16.6
1108,-2.2
14448,25.6
13906,3.0
3229,10.0
11388,1.3
15267,11.8
8359,7.0
3319,6.5
10264,-0.4
5835,-2.2
12578,12.9
13589,8.4
8314,15.8
11298,9.1
2553,-3.3
4775,3.3
6647,11.6
2686,14.5
13124,5.6
11446,7.4
1563,5.6
6688,11.4
555,13.2
3071,16.8
11947,16.8
13159,6.3
4474,9.9
7724,9.4
12127,8.8
11417,8.9
4856,12.8
5268,15.6
2853,7.3
6887,8.9
8000,8.9
11656,0.7
11682,-1.2
10375,9.9
4601,18.0
13361,15.5
8149,8.8
14159,13.5
2213,2.9
4929,20.3
11165,17.7
11227,15.1
12222,15.3
11505,22.3
2111,13.2
13079,12.9
10328,13.2
14161,13.8
13929,8.0
15064,6.4
10780,16.8
7492,20.2
4446,8.9
13884,1.9
11491,16.1
15285,6.8
8077,10.0
5026,12.5
28,1.9
14533,16.4
14443,20.8
10446,16.8
10261,2.8
355,1.3
1429,0.1
11322,3.9
10821,18.4
11069,13.6
12551,13.2
9807,11.5
332,8.2
5643,18.4
9194,6.8
8812,2.5
13725,19.2
4224,18.2
964,17.6
15308,8.2
120,5.6
4930,17.7
6791,19.2
5579,8.6
7332,6.9
8116,8.8
4710,7.4
3281,8.2
2370,13.8
5522,2.2
2544,7.6
11547,14.5
9494,6.4
2885,12.6
13232,5.3
2178,3.7
9150,9.0
4898,16.8
5153,6.2
1209,10.4
5170,4.4
11463,19.6
9826,3.3
11189,19.4
3123,14.4
12290,19.0
1544,4.2
10154,15.4
14602,6.5
10979,6.4
7207,18.1
11544,16.7
9849,3.8
10359,12.8
15201,18.7
945,17.8
14352,17.2
4550,12.6
13708,16.2
12496,5.7
13312,17.4
8526,11.4
9270,17.6
14614,4.0
1675,14.8
9644,17.9
1561,7.0
11858,15.4
14798,18.2
7978,7.2
6213,6.6
8183,20.0
6044,23.7
4541,13.4
1782,8.1
9321,15.2
13761,18.2
1095,6.0
7198,13.5
14122,14.6
8108,6.4
3287,9.6
12681,14.0
677,3.7
6193,4.0
2605,-0.2
1392,7.8
8753,4.0
13277,15.3
752,7.8
1711,15.8
3737,11.7
15012,5.0
15009,6.7
13105,10.1
3215,12.8
797,12.0
8410,4.9
1777,8.2
4113,5.4
1770,12.6
13973,11.8
10411,15.8
13077,13.5
7306,8.3
6412,23.8
3022,8.0
14221,3.5
4228,20.4
14120,21.2
3012,8.4
14014,15.2
15136,14.6
5764,13.8
15337,1.1
4619,18.0
12557,13.7
13388,16.0
7169,19.0
10165,13.2
527,15.4
366,-1.8
6098,15.7
14091,17.9
4264,16.0
4262,19.9
10508,12.0
1919,3.0
701,3.0
6170,8.4
14315,9.4
9626,8.4
5018,18.6
6991,10.0
4423,-3.4
12126,9.3
4868,9.6
1298,17.2
7303,9.4
1352,16.2
2926,6.8
14220,10.8
11907,16.4
1287,21.0
9233,10.2
11552,17.3
12555,9.7
4350,6.2
8879,11.4
3697,6.6
2013,20.0
10260,5.4
4373,10.4
9240,7.8
5677,19.5
12184,13.6
11200,21.4
2147,5.0
8618,19.6
2705,10.2
5473,1.4
8700,12.6
2570,7.1
14980,7.8
7105,14.6
14968,5.7
10249,2.3
9952,11.8
8142,6.0
12539,10.2
810,11.0
7744,7.6
5684,24.3
8449,4.6
312,6.2
2073,15.4
10907,9.5
11533,17.7
11236,15.9
885,13.0
1477,7.8
1790,13.6
3142,16.4
8641,19.2
2008,16.2
3454,16.4
682,4.6
3895,16.0
8018,7.4
8998,18.8
6978,6.3
57,3.7
6918,12.3
13856,11.2
11256,13.6
2399,19.2
13053,16.9
14776,14.9
4126,9.0
9249,12.0
9024,19.4
11225,14.3
1468,5.4
5761,11.9
1416,7.8
470,14.6
2358,14.0
2722,19.0
7383,7.1
6886,11.6
7501,17.0
13085,13.9
14184,11.7
9019,14.5
4525,14.2
4610,19.6
6942,9.0
14083,15.9
6041,18.2
11840,17.5
3869,19.4
9054,11.6
14721,16.8
13217,7.9
6786,16.6
6962,1.6
7139,17.4
10791,17.0
12058,7.0
4674,6.4
1055,11.6
2281,12.2
9365,17.4
11389,2.4
7930,16.2
7472,17.0
1924,7.5
6379,16.8
4907,17.4
11514,22.4
15066,4.2
1075,-1.2
1115,6.8
3936,13.9
3533,15.1
9340,20.4
9219,10.4
460,7.7
3032,9.7
4207,15.2
6713,15.0
13685,18.9
6398,15.0
5841,12.0
13995,6.7
1452,0.9
2149,6.8
319,4.4
10885,13.9
11500,22.4
6769,19.4
1922,5.3
10635,6.4
13642,20.0
12264,15.3
12376,7.0
7803,19.0
8948,17.4
14490,18.2
2129,15.9
6403,20.4
7405,9.0
6478,14.0
6300,4.3
8866,4.6
15248,14.1
9049,13.0
12599,20.7
2509,1.3
1052,9.6
7821,12.6
6152,5.6
1681,21.6
10522,8.0
4067,9.0
5024,12.0
1456,8.4
8412,4.5
361,4.1
8871,17.4
14717,14.8
10676,4.2
15141,18.5
3145,16.8
13777,16.6
9071,10.8
505,11.8
12158,6.5
7171,17.4
13678,16.5
10782,15.0
9883,3.1
13348,19.4
540,13.6
4235,17.0
5507,6.2
12998,18.4
12187,9.5
11440,14.9
13864,9.0
754,9.4
11566,15.3
2003,19.3
2542,9.0
6073,23.8
2918,6.4
7793,9.7
5218,9.8
237,14.6
4271,16.4
5875,9.2
7375,8.8
100,13.1
8354,4.8
11056,11.4
10017,16.5
7187,17.4
5362,14.2
4766,4.6
8117,8.7
4880,13.4
9466,4.2
601,14.6
13084,14.2
13698,15.9
6182,3.0
11173,19.7
15334,2.6
2431,17.8
8729,6.8
1044,5.3
14761,19.1
1557,6.2
5009,17.2
1487,11.4
6577,-2.4
10739,12.4
14121,14.4
9079,10.6
2115,13.3
5795,11.2
13637,10.0
9603,8.2
8292,15.0
5491,9.6
10772,17.2
618,16.2
11492,11.8
8542,15.9
15212,19.0
15010,6.7
3396,14.0
1600,10.2
11450,8.5
14889,13.6
1615,17.6
1752,12.2
10335,13.0
2040,18.4
2083,16.7
9193,4.7
546,14.2
6199,7.2
10994,1.2
9796,17.2
11529,20.7
5147,4.4
11748,4.9
675,3.7
2545,8.0
4371,4.4
12769,6.0
3999,7.6
