,mean_temp
14578,9.0
6014,18.7
5096,7.5
175,14.0
14907,13.2
2208,-3.6
3609,9.8
12005,9.1
13275,13.1
3787,14.6
13904,0.9
10944,7.7
6458,16.0
2225,8.4
3049,12.1
296,10.8
1126,8.3
11925,15.3
14611,5.0
11192,21.7
2441,12.8
13186,2.7
7369,4.6
1322,17.8
1603,11.4
4210,21.7
11933,19.4
13219,9.8
9648,13.6
4065,8.0
6904,9.2
1294,18.4
5007,15.0
6069,20.0
6386,18.9
14353,19.9
11090,13.5
7379,9.2
4071,11.8
1507,1.8
12004,13.4
1559,6.6
9113,8.0
5577,5.2
9894,-0.6
7524,19.8
14455,20.1
8523,11.2
1836,10.0
5611,14.8
7614,9.2
8546,11.4
5335,16.5
1354,19.4
14775,15.8
4141,19.1
9241,8.2
14771,13.9
13547,5.9
4844,6.8
4723,1.6
6260,0.5
13754,19.0
6906,11.0
3280,7.8
4032,8.8
6720,15.0
1235,14.2
8661,15.2
10873,12.4
10807,18.8
13684,15.8
10337,12.6
2251,6.8
1025,6.6
11934,17.3
7642,5.2
6649,12.6
14633,1.3
8324,12.4
9070,9.4
3397,13.3
313,3.6
636,13.3
6149,7.5
8777,1.4
10292,9.4
15171,16.5
12722,10.7
7251,13.0
7765,6.4
11900,22.5
1152,4.8
2970,1.9
12944,18.0
2584,2.2
8842,7.8
3885,20.8
14748,13.4
11826,13.7
14636,5.2
4771,-1.3
8028,5.2
10967,-0.2
6697,18.1
15341,-0.8
8079,6.8
11509,17.9
8892,12.9
11975,11.7
7131,16.4
6058,26.1
1840,3.0
13958,11.7
1564,7.2
3673,6.6
8664,16.1
13806,11.2
4698,5.2
15305,6.5
3320,5.6
5192,7.0
2272,5.7
15328,11.2
6157,10.6
4254,22.3
4773,3.6
6575,-2.8
13262,12.5
4709,8.6
847,7.0
11057,12.3
5544,10.3
5526,4.8
838,7.4
5461,3.4
8769,2.4
8748,6.6
7802,14.0
4597,20.1
5916,7.2
1417,10.0
5785,12.1
8284,16.2
3848,19.8
604,17.8
10753,19.4
13819,9.4
2078,17.4
10210,11.6
2311,11.7
10502,13.3
4343,3.6
1471,8.8
8520,10.1
1982,12.5
8725,10.2
4466,7.4
199,15.8
6676,7.4
485,9.2
6975,5.2
3270,6.0
4724,2.0
5728,14.9
2823,13.2
4551,11.3
10235,10.4
5336,16.0
3245,7.7
4453,10.8
14204,12.3
5817,8.1
8451,9.8
3749,7.4
2202,0.1
8492,13.0
12511,2.8
2794,14.6
7600,13.1
12534,10.0
10580,1.2
524,14.0
10741,16.4
14206,10.2
947,22.8
12687,17.1
9020,16.8
12140,13.5
1280,14.2
13264,9.2
122,4.6
4366,0.4
5885,9.4
7436,14.1
14022,16.0
8237,17.7
2302,5.6
13857,13.1
11511,21.8
9634,10.2
5820,9.6
10551,9.4
1005,14.0
3460,17.4
10220,6.0
11471,13.5
13796,12.3
3055,10.0
13641,18.4
3566,12.7
7402,10.4
2132,14.2
501,14.2
13593,8.0
9857,1.3
3185,18.6
6153,4.8
8065,2.8
229,15.4
9089,12.0
4001,9.4
8203,14.0
14027,17.7
10742,15.6
9416,12.3
3007,9.4
9601,6.4
4587,16.1
4221,18.8
4305,17.8
9396,15.0
7926,17.4
2750,17.6
11134,19.9
595,18.1
7210,16.6
4376,6.6
2944,6.2
8035,2.8
7612,11.4
2718,12.6
3362,8.2
15047,9.3
9675,20.8
5824,13.1
8994,21.0
14949,8.3
5230,14.8
14685,7.1
6746,15.4
4161,14.6
13080,15.5
12587,17.3
6878,6.0
11806,14.6
14015,19.2
5322,19.8
5561,10.4
13756,20.0
8600,18.6
13483,11.8
13599,9.8
11306,2.3
7808,11.4
11031,9.0
10585,8.6
4867,8.2
9282,15.3
13054,19.7
1017,6.8
10455,15.2
8279,15.8
9854,8.3
1928,7.2
13289,12.9
350,5.7
6703,10.0
13872,8.2
223,20.6
6030,18.8
14346,8.5
13329,23.0
14536,11.1
9387,16.7
2500,10.9
8846,7.1
9877,7.6
564,15.8
1582,9.2
5545,11.5
2175,5.3
10156,14.2
9320,15.6
15312,5.2
3933,12.0
12224,17.2
7356,8.7
2707,11.2
15153,18.4
9924,0.4
5211,10.2
14921,4.3
9619,14.7
15264,10.7
3535,16.9
9756,11.3
11756,9.4
2397,22.4
6657,7.4
3739,13.4
11977,11.9
821,8.2
2063,20.0
13070,13.1
10354,15.2
81,3.1
5419,8.2
10119,18.6
14223,1.3
14946,5.2
2697,11.3
831,16.1
4574,22.2
3826,18.6
5924,6.8
10970,8.6
1397,11.6
10491,17.6
2833,14.8
10153,16.2
14274,4.4
14631,3.8
9216,5.5
13579,3.5
7532,14.8
48,-0.6
10515,15.4
7640,7.5
13953,13.0
6512,7.4
13169,-0.5
13594,9.0
15135,15.3
6357,10.9
4095,12.8
2689,11.6
1189,11.6
10819,15.6
4845,8.2
5210,7.0
3990,4.2
2373,18.2
11297,10.0
5676,19.5
12425,8.6
2758,17.4
10168,5.7
6607,5.7
9976,11.0
10118,18.7
2488,10.6
2579,7.0
9004,20.0
13553,5.2
3880,20.2
10138,12.4
9060,6.3
9727,16.8
4934,15.6
12450,6.2
14093,16.9
8364,11.8
2209,-3.0
5235,10.8
3945,14.0
13237,8.9
9923,2.5
2164,9.0
2886,8.4
8206,18.2
11076,10.3
15246,13.2
516,10.2
11941,17.9
7518,25.4
5666,17.2
172,15.2
639,12.3
7969,10.8
9145,5.2
13295,13.8
7224,12.8
8051,0.6
5065,3.8
1143,2.8
12715,12.1
7435,15.2
10889,12.0
12847,6.7
11621,8.0
1832,5.4
9950,12.0
9068,6.8
3686,5.7
6227,5.8
5700,17.3
11612,9.3
13893,2.2
4537,9.4
3515,17.8
9896,2.0
834,11.4
2486,10.8
11449,10.1
8742,3.7
9383,20.2
10414,16.9
13540,11.3
9532,6.0
5467,5.8
4915,17.6
65,5.6
8726,9.6
12375,5.6
10419,18.7
2024,16.8
1872,0.0
354,2.8
5360,12.4
1767,13.0
12680,12.3
9613,11.2
6405,19.0
4762,5.3
1164,7.0
12423,9.4
13576,6.2
3395,14.2
8484,9.0
7816,11.6
4568,22.4
14449,23.8
3127,14.2
7571,17.5
6946,6.8
309,10.8
8387,5.2
8796,0.6
14412,16.6
10876,14.0
8736,9.3
4354,6.2
9586,9.9
14317,7.4
8402,0.0
3587,15.0
7563,14.6
2583,0.3
7764,4.0
2770,18.8
4812,8.0
11035,8.9
10439,17.9
5087,3.0
324,3.0
5171,3.1
5648,17.0
6743,16.6
14004,12.4
3209,13.1
10663,8.4
3905,16.6
13571,4.5
1292,14.6
5638,10.8
14765,15.8
14359,11.8
9371,15.8
2379,16.2
10673,4.0
9720,18.5
3634,5.5
4169,18.0
8910,13.4
6658,8.6
13049,13.5
15052,12.5
3428,12.4
4421,-4.2
1101,0.9
8997,17.0
13636,14.2
14638,1.9
3250,6.6
4409,2.6
4140,20.0
3557,16.3
709,6.8
118,8.0
2022,15.0
4598,19.2
12465,6.9
14505,20.0
6130,16.8
12354,5.0
6952,10.1
13301,15.4
2374,18.3
14781,15.6
14622,10.2
9571,15.0
5227,12.2
14815,28.8
6606,5.2
4681,10.0
11286,10.6
8576,14.8
5003,13.4
7920,14.4
7838,19.5
2857,14.0
4273,16.4
5739,11.6
12893,10.5
13592,6.7
14058,15.9
5470,4.4
5816,10.6
1158,7.2
14426,23.5
9100,8.9
87,4.8
8063,2.8
3382,7.0
14213,1.9
10121,19.8
403,7.6
14936,9.2
3350,2.4
14330,10.3
7946,12.4
14844,20.4
6378,17.2
2241,-1.2
9188,0.0
14926,6.4
6552,4.1
9380,20.4
10067,24.9
6310,11.3
1027,8.2
14890,15.0
3803,10.4
5517,4.3
2436,14.0
4689,9.2
10358,13.6
5298,21.7
1278,18.0
12472,1.3
8563,14.4
6856,16.6
2042,17.0
9906,8.8
6654,8.6
6074,23.8
5157,4.5
1425,5.4
5027,12.4
5281,17.0
9430,10.0
1502,0.6
14947,4.6
13144,3.0
12565,12.1
13310,17.1
14988,10.3
6064,18.7
678,5.2
6673,12.4
5851,5.8
7194,10.8
10656,3.5
5265,16.3
12105,10.3
14085,17.9
9542,4.6
5053,8.1
5215,9.3
1850,1.9
6522,7.9
1070,5.2
13366,18.8
6784,21.0
7750,9.0
2480,12.1
12754,7.7
3392,10.0
1099,10.7
5484,3.7
12101,9.7
9315,15.8
11877,17.5
418,5.4
9691,24.5
5819,8.6
9680,16.6
1947,12.5
8653,15.6
3336,8.8
2299,12.6
9375,15.6
9378,20.0
15006,11.2
208,21.9
8487,8.6
3682,3.4
9639,12.6
8420,9.3
14908,14.6
528,17.2
5329,16.7
779,2.2
722,10.8
7772,4.2
9735,17.2
7313,3.0
1860,8.1
13838,6.0
14672,7.2
13000,19.3
13933,10.0
1992,17.1
2332,14.2
9970,11.0
6339,8.0
10144,18.4
8715,10.7
6117,15.8
3459,18.5
7974,9.8
6567,1.0
15238,19.4
14421,22.1
14604,6.8
9552,1.3
5492,7.3
9617,18.8
4518,10.5
13764,23.3
8395,2.0
5138,3.8
6755,14.1
11459,12.3
12783,8.0
257,11.7
11661,3.0
11573,17.0
13223,6.3
12975,16.8
6931,9.9
14148,17.5
13557,3.7
3625,6.3
702,3.0
3189,11.0
503,15.3
12061,9.8
13543,7.7
5441,1.4
2556,0.0
848,4.9
2248,6.2
5616,10.6
8926,18.8
372,3.8
13601,8.3
5317,20.2
10871,11.0
5487,4.2
5303,16.8
4052,6.8
3937,15.6
6252,4.3
15180,20.8
8336,13.2
12516,7.7
10977,4.4
4076,8.3
997,15.4
4332,9.8
14094,18.6
1176,8.2
14865,18.1
551,14.6
4840,6.9
12579,13.3
4372,7.9
3497,14.6
8288,12.8
8075,4.4
10083,16.7
1407,12.7
12767,8.9
12898,11.1
5176,3.1
5829,6.4
6062,19.1
8156,8.8
10868,9.0
6775,18.8
3588,12.2
11732,7.1
10506,12.3
693,14.2
2533,6.4
5011,15.2
3443,11.6
982,17.8
8271,23.6
5943,12.0
14458,22.2
4222,17.6
91,4.4
5652,17.0
2266,2.2
10976,5.8
8298,14.8
9736,18.0
9799,16.3
261,17.4
14248,9.5
3337,7.8
12660,20.3
5497,5.5
14507,18.9
4016,4.4
3626,6.7
9384,18.0
445,1.1
6752,12.7
5111,0.4
5965,16.8
12840,7.4
3555,17.2
2194,2.0
15018,8.0
7338,7.0
13115,10.5
3367,11.0
10184,6.8
2867,9.0
2526,9.9
11482,17.3
7917,13.7
10117,20.2
10460,16.0
1168,7.6
4144,13.4
5149,1.9
84,6.2
3149,20.9
12922,20.0
880,15.3
6747,14.8
9716,16.8
6535,2.2
7572,16.8
14664,9.8
15225,16.0
1467,6.2
11193,19.9
5641,14.1
6537,4.8
9638,13.2
452,10.1
4326,6.8
4044,5.8
11845,14.3
4137,17.0
3039,15.4
9308,14.8
13586,7.2
9774,13.4
5825,11.9
12002,9.9
10484,14.8
579,19.6
5236,10.6
6571,0.2
10735,16.2
7174,14.2
7467,14.4
11262,13.5
12558,14.1
15335,4.9
5587,8.6
12054,8.1
2467,19.3
4157,13.0
6349,10.4
12210,15.1
9389,13.6
413,7.6
402,6.7
4428,3.6
2084,15.2
3057,9.3
13352,16.9
11462,16.6
7060,9.2
164,14.4
13406,15.1
10993,2.0
14529,17.5
4302,16.0
10914,8.2
14692,9.1
3317,5.4
12302,15.0
7865,14.9
7582,8.8
12286,19.1
3934,11.0
6851,15.4
1847,3.2
12088,-1.1
1334,15.0
11766,7.7
13539,9.0
10536,8.0
10289,7.6
753,10.2
3064,9.8
13304,19.6
6997,8.8
7536,15.4
9464,7.4
706,1.2
3491,18.7
9801,13.2
13881,3.6
4573,18.8
11885,16.0
7631,7.4
14600,10.4
7706,9.6
7054,13.3
5580,7.3
11282,11.4
6840,15.6
3151,19.8
14706,8.9
6523,5.3
14365,8.6
3799,13.3
4022,6.6
15039,5.7
10869,9.1
1074,-1.9
10254,7.0
10625,5.0
3438,13.9
9344,21.6
13730,19.3
10194,9.8
2429,14.3
246,16.1
3815,21.8
10947,10.2
3632,9.5
10224,9.0
2262,5.0
2246,7.7
835,12.2
5064,6.6
6202,0.7
432,5.6
8260,21.6
1173,5.4
10255,8.1
6437,20.7
8665,15.2
4656,13.8
8857,8.2
7925,20.0
5289,15.8
3757,8.4
10295,9.0
10111,17.3
250,17.9
13072,14.9
7952,9.0
7897,19.4
15016,6.0
7334,4.2
11052,11.0
2793,14.0
8254,17.3
10504,12.8
7795,14.0
13082,13.8
3407,12.2
2729,15.0
15193,23.9
9158,2.3
433,6.4
13439,13.3
7422,13.0
7592,13.0
11592,13.3
13962,10.1
10786,15.6
14909,8.0
8760,10.8
12639,20.2
11433,7.9
5629,13.9
4002,9.9
8917,19.2
4753,11.2
1332,14.5
10085,16.8
8049,4.5
8337,11.2
4196,15.4
1443,5.8
3681,2.9
14728,10.8
4310,14.7
7448,15.4
4899,17.8
8471,8.6
3985,4.4
10928,2.6
13650,13.4
12093,0.3
9112,10.0
2569,7.2
15178,20.0
4277,13.2
3666,7.0
8826,8.5
15197,25.6
2446,19.2
6821,18.6
9825,1.8
6520,10.2
5802,14.9
3657,6.2
11753,5.4
12371,12.0
3172,14.4
1223,8.2
7272,4.5
3639,7.0
4166,16.3
544,14.5
1204,9.1
14900,12.4
9386,15.2
13985,10.9
7242,9.2
2637,8.4
14859,14.6
8408,4.2
12762,4.9
14839,18.6
6758,13.8
13386,17.0
8200,15.8
877,12.2
12436,-0.6
196,17.8
14955,5.0
3383,9.2
4379,7.5
10566,11.8
10974,8.2
2997,8.2
3908,16.6
2571,6.0
7688,5.4
1755,8.0
6496,15.7
13244,9.6
14391,21.3
14698,11.9
5721,15.8
6443,17.5
14471,20.6
4969,21.6
6964,3.5
6814,16.0
6479,16.7
4711,7.8
4163,12.2
8093,3.9
13831,8.4
11502,22.3
12682,14.4
2682,11.3
8885,13.8
2508,1.3
15011,4.8
1510,2.3
4314,12.6
9761,16.1
8686,8.6
5356,14.2
6639,8.2
5972,11.1
1244,16.0
3734,6.0
9069,9.0
13538,11.6
4121,5.8
7787,11.4
13093,7.0
4995,13.0
11742,11.1
12768,11.0
1876,2.8
7907,20.4
10696,7.5
5262,14.3
254,13.6
11513,23.1
4511,8.4
9792,11.6
5159,4.6
12656,20.4
8128,10.3
759,7.0
5481,6.1
654,10.1
5297,21.0
9605,9.5
5812,8.0
5288,16.0
2892,11.2
9488,10.2
3401,6.6
7626,3.7
5636,17.0
1420,10.4
3044,7.2
2830,14.0
10370,19.8
328,7.6
10415,16.0
253,16.8
13847,3.2
7318,6.7
6159,13.1
5323,18.8
8868,12.0
10012,11.0
4377,8.2
6022,21.6
5092,4.2
13344,19.8
5377,16.1
3019,10.2
3029,12.1
9969,10.3
2636,6.2
13486,9.3
9757,12.2
1131,8.0
3018,9.6
2945,5.2
3659,9.8
10835,17.8
14934,4.8
12073,10.1
13040,16.8
2663,7.4
14055,19.5
5378,15.0
10468,15.0
1362,11.8
7180,16.1
10999,2.9
5533,3.2
3481,16.0
14783,18.7
6255,6.6
11224,15.1
8952,19.1
13006,17.4
5112,-1.0
5940,13.4
8270,20.4
9551,1.7
10379,18.1
2880,6.1
5839,9.8
3381,8.4
12844,6.0
1302,18.0
14539,10.2
7442,13.7
4957,16.2
4836,8.0
10897,5.8
8908,15.2
9781,18.4
10398,17.2
5720,16.0
3879,20.1
9845,8.8
942,17.0
12505,1.9
3235,8.6
15168,17.6
3257,5.2
11588,16.3
11335,1.1
176,15.2
435,6.6
12673,16.5
7049,10.9
308,10.0
11620,6.3
1565,10.0
6727,17.4
2135,7.5
9044,11.1
13480,6.7
8847,10.1
14621,8.7
12545,15.9
7393,11.4
2276,5.0
7072,18.0
9459,10.3
2623,4.4
9855,4.0
14050,25.4
231,17.4
8223,19.0
737,2.9
14754,19.1
8678,13.3
9413,11.6
8972,16.6
5705,16.4
13631,6.5
5935,12.4
6495,15.6
755,5.6
9922,1.3
14400,15.4
8119,5.8
11587,17.1
6200,6.1
9775,14.3
69,8.2
5367,13.2
8084,4.6
5682,22.2
1680,20.6
14157,15.1
5961,9.0
2603,0.8
7868,16.2
9033,12.7
11892,16.7
12095,-1.0
2283,12.4
3732,6.2
9904,4.8
14444,21.6
12911,13.4
6620,5.4
8651,15.4
5127,8.2
1545,4.8
739,7.2
11743,10.4
14229,3.0
6984,10.4
6795,23.5
3518,18.6
12952,18.1
773,2.4
865,12.6
5200,5.8
12114,7.5
641,11.0
10313,10.8
8761,11.2
3203,10.4
7288,12.8
5204,7.2
14683,11.9
6923,5.0
15170,19.1
10605,9.3
11359,5.7
14695,9.0
11241,13.5
13447,11.2
3309,4.6
363,1.8
3723,6.1
7670,7.0
4726,1.3
2940,-1.6
471,14.2
1641,15.6
13491,8.1
14418,17.9
1172,6.4
9621,10.9
6085,16.4
15247,17.1
9376,18.4
3364,7.4
8510,10.8
1410,13.2
14254,7.5
6666,11.1
815,12.2
6500,11.2
7322,7.5
2131,14.4
1797,2.3
7727,8.6
4575,17.1
5190,12.6
8167,18.0
3122,17.1
5365,18.0
4275,16.0
14217,7.0
3089,12.6
9368,17.4
15317,2.2
13774,14.6
5253,11.9
1532,9.7
8603,16.4
2831,15.4
8269,20.5
14086,18.3
10949,10.0
13415,15.7
8672,15.0
1299,15.2
6273,6.6
5499,7.2
14966,8.1
14071,17.1
12283,24.4
1480,0.7
1601,9.0
5091,5.5
7067,15.6
9699,17.2
3661,10.0
11518,18.2
4825,11.4
5680,22.4
397,4.9
11902,23.7
2506,3.6
11770,11.0
9407,13.4
3010,5.8
10463,18.9
723,11.0
300,5.8
12884,13.0
9419,9.4
7328,8.5
4185,17.6
13804,13.7
13795,14.5
14305,-1.0
4582,17.0
15089,14.9
7367,6.4
14549,8.3
15028,12.0
7433,16.6
12569,16.7
6965,3.9
1212,11.8
7055,10.6
13474,2.7
12909,15.4
11159,18.2
8840,8.0
11007,8.0
5427,8.8
9664,21.9
15073,15.9
7216,10.6
5994,15.6
3767,5.0
4272,16.8
14841,16.8
15031,5.1
786,1.6
9657,17.2
13482,10.8
15279,14.5
7853,17.6
14194,8.5
2905,4.4
4626,21.6
996,13.0
11741,8.1
14847,24.9
7246,8.5
6250,7.4
9330,19.4
8055,-0.1
14627,2.9
5523,-1.8
10540,10.8
7505,20.6
156,12.5
10099,17.4
3085,13.0
10667,8.4
1552,5.8
8979,18.7
9948,11.1
495,11.1
2321,8.4
912,16.2
12118,5.4
151,13.6
10192,11.9
10703,12.6
10483,17.5
1738,15.4
3001,4.0
13291,15.3
6961,4.0
13839,8.8
2883,7.2
3720,7.6
7127,16.6
888,12.9
5471,3.3
3201,11.6
15053,7.0
4823,10.6
4704,7.8
343,9.6
4136,14.4
11044,6.2
3188,13.5
4522,16.2
2223,11.0
2121,12.4
6858,10.6
15281,16.6
12899,11.9
9123,7.6
9698,17.4
7366,9.4
12495,3.4
4734,8.1
12923,17.4
1465,10.2
4593,18.1
3565,13.1
5840,13.4
283,14.4
14235,10.3
6175,8.6
10530,9.5
4151,13.8
14835,16.6
9209,10.2
7376,11.4
9301,13.3
14258,6.5
8969,19.9
3161,16.8
2630,8.3
12128,6.7
13063,11.6
13595,7.6
1203,9.3
13996,5.8
10401,14.4
616,17.2
3114,17.2
12409,10.0
7481,19.3
9546,4.5
2728,16.5
12657,17.8
12633,20.0
10126,17.2
1357,16.6
12494,5.3
7798,15.0
11830,14.5
13726,18.0
1590,9.1
14901,12.7
3140,14.4
5338,14.7
547,13.0
7118,16.6
11862,14.3
14208,3.2
26,-1.8
1067,6.0
3918,14.6
6604,4.3
5529,2.2
6678,11.0
5398,14.0
8845,7.4
8081,5.7
9835,6.6
14542,10.2
437,5.8
9199,5.4
13977,12.8
5269,17.7
1861,6.2
10684,10.6
8316,13.4
12937,16.2
2706,10.4
12967,20.1
5325,15.8
6957,8.0
11797,18.1
14081,17.6
9059,6.3
9338,19.3
4011,10.2
13739,20.2
534,15.0
11532,18.3
585,16.0
13069,12.1
13091,8.9
10374,8.4
11697,3.5
8762,8.3
6464,15.2
12017,10.2
14303,-3.3
1916,4.8
13554,6.1
8107,7.4
14581,12.2
1910,5.2
9758,16.2
11778,13.7
1133,7.8
9988,14.9
11006,8.8
1317,20.2
4368,1.4
8313,16.8
11724,11.0
8856,7.8
7325,5.2
6080,21.6
13516,7.3
2601,-0.8
6568,2.1
2173,6.0
3605,6.1
6429,17.8
7995,7.0
3768,5.6
5077,9.1
8274,17.3
4631,17.4
8961,24.9
240,16.4
13273,14.3
14584,11.3
7602,12.1
8772,0.0
1867,5.7
12426,9.5
15211,18.6
2521,2.7
10107,17.5
1820,9.1
2410,13.8
8243,22.9
6637,7.9
5187,13.4
11020,5.8
4565,15.8
7942,15.2
12623,21.5
6391,14.4
2118,13.4
3779,12.3
4961,21.6
2809,10.8
498,17.8
14169,12.8
10256,7.6
4284,11.2
10427,18.0
13332,20.1
228,16.0
13705,20.3
10024,25.4
2741,19.5
10134,15.6
6001,17.0
5718,15.6
13892,3.5
5583,5.8
12931,12.7
13019,13.2
12619,20.6
1128,6.7
14829,18.9
1706,16.3
7450,15.0
3153,22.0
9704,15.1
13883,3.9
14746,11.6
6240,1.5
7104,15.0
12543,12.7
2721,18.6
7445,14.0
7893,20.1
14796,19.1
11689,3.0
8042,4.8
9006,16.0
9357,20.3
9622,13.4
11853,17.1
11701,11.6
11346,4.7
11108,18.4
10219,4.6
6054,23.7
10341,16.5
12456,2.7
2550,7.3
7440,11.6
6768,20.0
9937,2.3
13611,8.1
6449,15.8
12791,9.4
14920,8.4
2644,8.6
13420,14.8
4487,11.2
2061,20.8
4645,13.4
14409,19.2
13263,14.9
14836,18.8
13815,13.5
7265,2.6
4174,13.6
12778,6.7
14905,9.4
8543,15.1
12223,15.0
983,19.2
10407,15.8
5480,5.2
12021,9.2
4797,2.1
9859,1.3
3662,6.6
14128,15.3
6947,9.1
4657,13.0
6414,18.6
3150,20.2
9620,11.4
9121,2.8
4813,9.0
5969,19.0
2939,-1.6
1340,15.4
1391,9.1
9901,3.2
13213,8.7
9469,6.1
11143,20.4
11266,10.3
9236,9.6
6146,11.2
1412,6.8
2256,5.0
14629,2.1
10984,4.2
6120,16.2
2212,5.4
5603,9.8
6004,12.0
5417,8.8
4938,17.6
3624,5.4
3158,13.2
4267,15.8
463,7.2
1754,8.8
13233,8.3
9234,11.0
6380,12.8
3829,18.2
378,-1.5
10240,7.4
1335,15.0
14872,15.8
2716,13.8
9838,4.8
10774,18.9
13863,8.0
9933,2.0
6322,11.2
13238,10.9
10031,18.6
1894,5.0
4661,9.2
9919,4.3
7769,10.6
7090,16.2
6221,11.0
9360,19.2
14697,10.2
7037,7.9
8816,4.6
8887,12.0
12297,17.9
11418,10.9
10563,8.1
11415,8.0
3992,6.5
6691,14.2
1030,8.4
2220,7.2
11909,17.0
14125,14.5
3793,20.2
11584,15.0
10725,16.4
4327,6.8
13112,4.5
8302,14.2
14560,11.9
13494,9.3
5731,13.8
2917,3.8
5586,6.4
12291,17.2
6326,14.0
1515,2.9
14510,11.9
13916,3.5
12895,13.0
2263,3.4
4479,9.2
4239,21.4
13036,16.3
13240,8.9
893,14.0
1490,4.6
12288,17.5
11630,16.0
8516,11.6
2933,-7.6
14107,17.6
1129,4.6
731,6.4
3084,12.4
7297,5.4
4588,17.5
2795,13.4
7601,11.4
798,11.3
6232,3.4
734,3.9
10734,15.6
2244,3.5
178,15.5
1174,5.4
790,8.0
15311,4.5
198,18.9
10479,17.6
7675,8.9
548,15.6
3339,5.6
9511,6.8
7465,13.4
8903,13.8
11304,5.6
12642,18.2
7533,13.2
66,5.6
4712,9.4
5214,10.0
12276,19.4
5033,11.2
14716,12.9
2572,2.7
10481,15.8
11010,8.2
622,17.2
6222,9.8
787,0.3
3332,8.8
14773,13.8
6008,13.2
10804,20.9
8334,15.2
13430,12.1
10768,18.0
8900,10.6
515,10.2
478,9.4
4476,8.8
12567,10.4
9023,18.6
6899,7.8
1033,9.3
9541,4.8
2598,-3.6
1514,1.4
6191,4.6
11121,19.2
7237,11.3
5753,13.1
10385,17.2
13198,6.4
8236,15.8
8536,16.6
5521,3.4
1462,6.8
7915,15.8
1871,-0.2
12497,4.3
7209,16.7
10306,4.2
7349,2.2
4623,18.0
9682,13.8
4818,6.6
220,16.6
12766,7.7
9213,5.6
2476,14.2
4248,18.8
11708,2.1
14884,10.6
12858,13.0
6487,10.8
9640,14.4
9946,12.7
5650,15.8
13966,11.3
11061,12.2
8052,1.0
14106,19.7
2881,7.2
1677,18.4
6060,20.6
901,15.2
11691,2.9
14623,8.6
2296,7.7
15320,9.0
8488,9.8
11063,13.0
8956,22.8
12917,12.9
11330,-2.4
6772,17.7
12122,12.2
7257,6.0
2580,3.6
7966,12.7
14557,9.9
11377,7.0
15127,19.1
10009,13.8
9568,3.0
5254,12.8
681,3.9
14299,2.4
3159,14.0
11126,15.3
2987,2.8
4908,17.6
1882,2.2
8883,12.5
1940,12.4
3296,8.0
3534,14.6
5974,8.8
3729,3.4
490,8.7
5708,16.2
1181,9.4
1375,11.2
5014,13.8
626,15.8
4758,3.1
11147,15.1
11717,2.4
11219,18.3
4180,11.0
13311,19.2
8983,27.8
2887,7.8
8876,12.4
4539,13.4
10942,5.0
6671,8.8
6453,15.5
1366,13.8
2639,7.5
14531,12.9
5602,11.8
13875,2.8
5730,14.3
7204,16.1
5296,20.2
11786,13.9
2938,-1.4
10477,15.9
13292,16.0
8890,14.4
5979,10.8
4534,11.3
13759,17.0
7669,6.0
7607,13.2
12293,19.1
10084,16.9
11480,16.5
14919,6.5
6681,11.2
5428,6.4
5266,15.2
10788,21.4
15049,10.9
1784,7.0
7116,15.4
494,7.0
12084,1.5
8981,24.2
2038,20.8
4041,7.8
2897,6.6
8558,14.9
12467,5.2
10075,18.4
11864,21.8
2653,3.2
10556,6.9
8514,15.8
2031,18.2
5089,5.8
813,11.0
7235,16.6
6280,1.6
14131,14.3
1079,2.8
2226,9.3
11956,19.4
14031,18.9
12809,6.9
3261,6.2
5649,16.0
3862,20.4
2936,-2.3
11499,21.4
7080,16.2
3917,18.2
12485,9.4
305,7.5
4056,8.4
14603,4.9
2999,3.7
9767,12.2
1231,16.6
2313,10.0
12050,7.3
10509,13.8
13088,15.9
4321,10.7
15215,16.7
6470,13.0
15233,22.3
7500,16.3
12938,13.6
3899,16.6
3567,11.0
5452,5.8
8022,5.6
13274,11.5
12134,11.9
4270,15.0
8531,14.4
4086,11.0
6663,8.6
12463,6.4
588,17.8
3365,8.8
2670,10.6
5515,5.7
15263,10.6
13201,4.0
2395,18.4
5506,5.9
2170,4.8
14399,17.4
8134,12.0
10472,16.6
14431,23.7
9257,10.8
12793,6.6
5673,21.2
2774,17.8
7620,7.8
6559,6.7
14060,18.0
8456,8.4
12679,13.5
14375,12.2
5798,8.7
5982,10.8
5882,8.6
9663,16.9
12137,10.6
2181,4.6
11436,12.5
1473,5.0
6103,16.4
11600,14.7
9363,18.0
9999,15.1
421,1.9
2306,7.4
13101,12.9
171,17.0
3956,14.6
5606,11.5
14189,6.5
8462,6.5
1725,11.6
8938,20.3
15195,27.1
14357,12.2
13432,12.7
904,17.2
3494,16.6
8346,11.8
9957,7.0
7797,18.0
7396,13.8
12806,5.5
2080,16.2
7928,17.2
11461,14.5
7933,13.6
10087,15.6
10899,9.6
7211,15.0
4677,6.6
6533,3.4
5209,10.3
2646,6.4
13241,9.7
11202,16.9
10110,21.8
11594,15.6
10795,16.8
6365,19.4
11851,16.7
2155,8.0
11179,19.0
7370,4.0
13652,12.8
7837,18.3
3715,8.2
8111,3.9
13889,6.1
12719,13.3
3622,4.1
4516,12.4
7354,11.2
8750,6.2
1436,6.6
507,12.8
5275,17.2
5663,20.6
5402,4.4
5930,5.1
8947,17.0
2339,14.0
