,mean_temp
14995,3.0
3470,14.8
13809,9.8
12992,18.5
4365,1.3
10596,6.6
1195,9.2
7946,12.4
4953,20.4
1423,7.2
5747,16.0
256,11.4
12926,14.1
9859,1.3
288,12.6
13516,7.3
6061,20.6
8774,1.0
12396,6.1
13354,16.6
4484,14.6
9213,5.6
11257,15.1
5860,8.8
7278,1.4
1232,14.8
14721,16.8
13186,2.7
2675,8.8
1112,5.0
11756,9.4
7293,3.9
267,13.5
10991,-0.6
6804,23.8
14729,12.1
9365,17.4
8031,2.2
3048,12.2
8517,10.2
12934,13.7
1379,8.9
11967,13.0
13977,12.8
6424,18.2
4759,1.6
9799,16.3
11879,18.4
6874,8.4
3790,17.8
620,17.8
652,8.4
13131,4.7
8299,13.2
3473,16.8
12626,21.8
5277,14.7
7157,19.2
5019,17.4
13141,9.6
12026,4.8
2516,3.6
7709,6.8
11748,4.9
7410,6.3
13614,7.0
8420,9.3
11044,6.2
5873,5.5
3603,10.6
12007,7.9
14579,9.9
7228,11.6
9173,9.5
1506,0.5
6373,15.5
13299,13.5
11840,17.5
12186,11.1
15197,
7341,7.7
14963,9.6
4890,19.6
730,9.2
8613,16.9
12640,18.1
6415,18.6
8736,9.3
1745,11.6
3853,22.4
9880,9.4
14972,8.7
2709,16.0
7091,15.1
3388,8.8
13952,10.9
8793,7.0
5430,9.2
13501,14.3
9029,20.0
3126,15.4
1156,7.0
12796,5.9
32,2.8
10355,12.4
11900,22.5
1336,15.8
13849,2.6
13494,9.3
14371,19.6
12025,8.2
1610,13.6
939,20.6
11179,19.0
4023,9.3
12698,15.1
5605,12.4
11289,7.5
745,3.5
4083,9.6
11301,8.1
2877,7.2
9049,13.0
4701,4.2
1741,10.4
9484,4.9
2651,3.8
5339,18.7
10910,10.3
3002,4.4
1821,8.1
8908,15.2
1330,15.3
12953,16.9
957,22.0
2110,11.0
5665,16.8
11800,19.3
4691,5.6
1660,21.2
14170,13.4
13241,9.7
5361,13.2
13664,14.6
655,8.7
14493,16.9
11059,10.8
14310,7.9
13832,9.4
11097,13.7
7772,4.2
2199,-4.0
2960,8.1
4640,18.2
6876,5.2
13344,19.8
11689,3.0
13823,5.6
8300,12.6
1405,10.8
8641,19.2
2625,6.2
9344,21.6
5464,7.6
5434,3.6
10203,7.6
3148,19.4
12986,21.7
2873,10.0
3916,19.4
11590,9.7
5762,12.8
14673,7.7
8290,15.2
76,5.1
5195,7.1
7520,21.4
9185,1.6
14258,6.5
4947,20.2
15205,20.6
2260,8.2
1775,10.0
13933,10.0
5766,13.0
93,4.0
13695,16.9
10437,14.8
4007,12.2
7749,7.8
13462,14.2
6836,16.8
4810,8.6
3181,19.4
11960,20.5
1076,-4.4
2338,15.0
6076,23.0
1885,4.5
6196,4.8
10372,12.0
4323,7.0
4949,20.6
6137,10.8
11429,10.1
6005,13.2
10214,1.8
2759,17.4
7859,14.7
10536,8.0
4030,4.3
3352,5.0
1437,5.6
1233,13.7
11395,8.7
4281,13.2
9971,12.2
12438,-0.8
3102,20.9
2465,20.1
8493,15.2
11791,10.4
449,8.2
7799,17.8
5932,5.4
3621,10.2
2317,10.7
7803,19.0
2185,3.2
4477,8.2
1890,7.1
1155,9.6
7732,8.0
13535,6.8
12627,19.8
1728,15.4
7332,6.9
10989,1.1
8400,1.0
11113,12.4
11503,21.7
6220,9.4
4392,7.2
9100,8.9
2503,12.9
8037,9.9
2463,18.2
13030,17.4
2846,10.2
11621,8.0
10686,12.3
1612,17.2
8097,1.6
2191,7.1
1729,17.4
4824,10.9
10464,19.5
11524,21.1
10668,6.6
11478,20.5
9849,3.8
13332,20.1
15014,10.4
5781,13.8
12283,24.4
6554,4.0
4047,8.8
5773,15.4
8495,11.5
12608,19.9
7735,8.2
5689,24.2
4240,21.0
11726,5.5
10149,15.1
2755,15.1
2492,10.4
3139,14.4
9594,6.3
6740,14.8
5234,14.9
10417,15.6
3272,12.1
13066,13.9
5273,22.4
10774,18.9
2889,4.0
5418,7.8
788,3.1
5903,9.1
10946,8.0
5502,7.4
15151,25.9
14063,19.9
7810,10.4
5952,5.2
9568,3.0
3377,7.4
4527,16.0
13106,9.4
1780,4.8
7073,19.5
2959,5.6
10338,14.4
14156,12.8
349,6.8
5524,0.4
11527,19.5
3349,4.7
42,2.8
801,11.4
3529,16.0
15325,8.6
981,19.9
3458,18.3
6188,2.0
8013,9.6
5173,2.6
8649,19.2
8285,16.0
6072,22.8
6332,8.7
3091,13.8
7691,5.2
12325,12.7
2756,15.8
7525,18.6
916,17.3
4617,15.6
1616,17.8
12306,18.9
7310,12.2
2146,4.8
7528,18.0
1833,3.4
14251,3.5
6113,13.7
11038,10.4
7747,9.2
4714,10.6
14093,16.9
9927,6.4
11026,9.4
782,-0.2
14936,9.2
12719,13.3
12372,7.1
9566,6.7
5662,21.4
8607,21.8
9938,4.6
9245,15.0
4838,7.6
2401,16.2
8977,19.0
4205,17.9
4641,17.2
2152,10.5
6418,19.7
2947,4.7
15128,18.9
7523,20.6
3878,19.5
8786,8.7
10844,15.6
9994,14.8
13491,8.1
14377,13.5
7700,11.5
7191,18.8
3023,7.1
11681,-1.5
3541,15.8
3279,6.2
14749,16.3
12995,19.8
14611,5.0
8957,19.2
8012,10.4
2804,13.0
2211,3.1
9603,8.2
11187,18.9
12571,13.5
3133,19.8
12403,7.2
12285,21.2
9845,8.8
4320,9.2
7176,16.0
2107,14.8
5128,9.0
9875,8.1
11585,18.7
3973,5.7
5584,8.8
3034,13.8
8672,15.0
9962,5.4
4663,10.5
7792,11.6
3286,9.8
2367,12.1
9394,16.6
11792,13.5
440,4.4
12927,13.7
12336,11.8
7628,5.2
4692,6.2
13736,15.6
12360,6.3
10075,18.4
1224,8.8
8743,4.0
2592,1.5
3247,7.1
2812,11.4
7632,9.8
8147,8.0
12914,11.8
2691,10.5
4132,12.8
12907,10.7
8515,13.7
2249,7.0
2552,2.8
14424,20.9
10792,18.6
13797,10.1
11293,6.4
3649,10.0
380,3.0
10115,22.1
7231,8.4
12770,7.9
6741,15.7
9659,15.4
1360,10.8
3196,14.1
2037,23.4
486,12.0
10166,7.0
7793,9.7
783,1.5
8351,9.4
6234,-2.2
10333,15.1
11773,11.0
3238,7.0
11231,15.3
6027,16.6
14825,21.2
13412,13.9
15302,6.3
10530,9.5
12011,5.3
8395,2.0
13621,6.2
1915,5.8
9300,16.2
5931,4.7
11056,11.4
109,10.6
13105,10.1
3464,17.8
2138,12.8
11336,1.8
5803,9.8
742,1.8
15028,12.0
11798,19.0
6425,19.0
7506,17.2
14394,16.3
14184,11.7
4480,10.6
3442,12.4
6286,6.2
4521,13.6
2847,11.0
7359,4.4
14829,18.9
12835,7.1
9353,21.6
15340,-0.8
10471,17.2
7015,10.3
7672,9.4
5414,10.2
13798,10.8
13240,8.9
1834,3.2
9707,17.2
9815,7.3
12876,14.7
7457,16.8
7360,4.3
10170,7.5
4801,8.2
7065,13.8
7775,5.8
5950,10.0
11399,11.4
3003,7.2
23,-1.4
7682,3.8
3524,14.0
11213,14.3
5389,12.4
6000,14.4
9228,7.6
1309,21.8
14748,13.4
12975,16.8
3475,15.8
789,5.9
14648,8.8
12184,13.6
7348,4.4
3284,12.4
8621,16.8
2514,1.5
6442,19.0
4385,7.8
12716,15.4
4905,16.8
8936,17.2
7443,16.4
14655,7.7
5715,16.4
9132,4.6
3688,10.2
1395,9.2
9002,18.2
5863,6.5
5006,14.7
5714,17.6
15258,9.5
7689,1.6
14520,15.6
5257,19.6
5905,3.0
13508,12.1
12090,2.6
14198,10.4
5701,16.8
11119,16.4
11784,14.9
12690,16.5
12909,15.4
6165,2.6
14629,2.1
3301,3.3
13960,7.9
15059,7.3
11067,11.8
5406,5.8
12467,5.2
712,11.2
4279,16.0
7559,19.2
11032,9.8
9682,13.8
10665,9.8
1822,11.2
9630,10.9
5411,8.8
11050,9.3
14308,7.3
7872,20.2
13447,11.2
10606,9.4
6847,18.4
1977,14.4
12193,10.3
12476,4.3
3264,1.8
10631,8.5
4834,6.4
5061,9.7
252,17.7
8729,6.8
2098,16.4
5996,14.9
13189,5.4
3671,0.0
11052,11.0
13897,1.4
7971,13.9
11108,18.4
4416,0.4
14465,17.1
14872,15.8
9265,14.4
8847,10.1
9180,5.3
11841,19.3
12656,20.4
2934,-6.2
9401,16.8
7181,17.4
6826,17.2
10467,17.4
6870,9.5
15242,12.5
15269,15.1
8544,14.4
9661,14.5
13436,11.2
7407,7.2
56,1.6
3412,11.8
5857,6.2
2855,9.0
6507,15.2
2986,3.0
4572,18.4
6290,9.0
9431,9.8
12334,9.9
6486,12.1
14805,17.4
10872,14.4
12062,10.0
4722,4.2
14099,16.0
7767,8.6
4472,10.5
8985,24.8
12022,9.5
2188,1.7
14594,5.9
4049,7.9
13194,7.3
14245,6.7
10952,3.9
7733,4.3
3544,12.8
12648,19.9
519,19.6
8048,4.6
4508,7.4
10663,8.4
6956,5.9
5263,14.4
14887,13.8
11141,22.4
227,15.4
14646,8.6
10879,12.6
665,13.6
12555,9.7
13521,5.0
12037,3.2
14334,6.7
10597,5.2
10359,12.8
1699,19.6
15250,11.5
13315,16.9
1877,4.1
8840,8.0
513,12.9
14755,17.6
5970,20.0
11347,4.0
9838,4.8
8819,7.9
14161,13.8
9627,7.8
14103,19.6
8756,9.4
13190,4.9
13010,16.4
8628,21.6
2916,3.8
6018,13.7
480,9.5
6685,6.4
8779,8.8
2577,6.8
6081,20.8
13910,8.1
12687,17.1
11644,8.0
14534,13.7
5272,21.1
11455,8.3
12174,14.5
1596,12.4
11937,14.5
3896,15.2
10802,19.4
1349,16.6
6084,15.6
7515,22.0
3777,17.5
11952,15.7
11595,11.7
9217,6.7
4050,7.7
12565,12.1
11673,-2.1
5702,17.2
10020,20.0
12509,3.8
2762,18.2
15078,10.0
6692,15.0
3685,2.4
5062,9.2
3602,11.0
7895,19.4
9616,17.2
10670,5.2
1446,3.6
6466,12.8
1020,5.6
705,4.0
8513,15.7
1866,3.4
7696,0.8
6842,17.6
6803,21.8
11994,14.9
2574,6.2
12382,8.5
2956,7.2
7834,18.5
3742,12.0
3914,17.8
9054,11.6
11167,18.1
1419,8.4
1103,-2.6
8059,8.4
14891,13.4
8200,15.8
10598,6.2
1558,9.0
6734,16.5
7425,13.6
7173,16.1
14482,14.6
3523,17.4
4542,15.2
34,1.6
3400,7.4
14854,16.1
14678,8.1
12789,7.7
10871,11.0
10880,14.8
2652,3.4
5328,17.8
6189,4.3
10351,12.0
12431,1.7
12482,8.1
12538,9.5
12044,10.4
292,12.4
2836,16.6
11200,21.4
11173,19.7
11819,13.4
2870,12.8
11368,1.8
14940,10.6
7534,16.5
10780,16.8
7472,17.0
7919,17.4
1535,5.5
1318,20.3
2730,15.0
13891,5.8
6592,7.0
10363,15.6
13517,8.3
4879,11.9
10664,8.4
13034,16.3
11672,4.0
14004,12.4
2228,7.2
2641,6.0
4418,0.1
9387,16.7
12814,5.3
6491,12.8
10226,10.2
7195,11.5
356,2.0
8324,12.4
12780,6.3
13210,6.3
13618,12.4
4584,17.9
837,7.6
266,12.1
15137,16.2
2006,13.0
6346,6.5
11091,15.0
2362,15.6
13722,21.2
12619,20.6
12616,25.0
11183,19.2
9717,18.7
7614,9.2
826,8.3
9982,10.8
4253,22.8
6345,6.7
13666,12.6
8481,11.4
1441,2.2
3066,12.6
9868,2.5
2748,17.2
11341,6.1
9244,12.3
3061,9.4
889,15.8
13799,12.6
12845,6.1
6880,4.6
1963,11.0
3125,14.2
6174,9.6
9219,10.4
1127,8.2
9384,18.0
12066,1.7
6690,10.6
9952,11.8
12889,10.3
13755,19.8
6501,12.0
1543,5.9
3263,1.9
14528,18.1
10003,12.9
2268,2.8
3770,7.9
14492,18.2
8209,17.4
132,17.4
9573,13.9
15335,4.9
603,17.4
6730,19.6
843,4.8
393,6.0
14046,17.9
9176,7.2
11076,10.3
4989,14.5
3928,10.7
5511,3.3
7252,13.8
6765,18.5
13306,14.0
13530,1.7
7336,7.1
2277,5.4
13727,15.6
3234,6.9
12541,12.1
3498,14.8
6143,14.7
4613,17.3
14837,15.9
6275,3.6
401,6.4
7324,11.4
5727,13.6
12217,13.0
12442,1.7
10835,17.8
11729,10.2
4680,9.6
5008,17.2
7565,15.2
3403,8.8
7474,16.3
3883,19.0
6611,7.2
9642,19.2
8777,1.4
9691,24.5
1573,10.6
14282,3.0
9544,3.2
2423,16.4
8963,19.2
5264,14.5
15075,16.4
3548,15.0
8116,8.8
8066,4.7
9459,10.3
13601,8.3
8099,1.9
11661,3.0
6104,16.2
13277,15.3
5501,9.2
7784,10.6
809,10.6
14770,13.1
9964,12.6
2650,6.0
6922,6.2
15201,18.7
11946,17.2
3190,9.5
3620,9.2
1702,14.8
8834,10.6
9293,17.8
3650,7.9
6749,14.6
8025,6.4
14733,8.4
9737,19.3
12954,17.5
11927,16.1
3370,10.4
15327,10.3
7580,11.7
8550,13.6
10415,16.0
9512,7.9
11398,9.4
12478,4.8
7276,3.0
10436,16.3
14536,11.1
664,12.0
11146,16.3
10807,18.8
14485,16.8
1736,17.7
5259,14.2
8444,8.6
3347,2.6
1568,4.0
462,8.1
743,2.9
222,19.3
10046,24.6
3994,6.3
1979,12.8
13628,6.7
625,15.1
10890,8.9
14810,20.5
7540,17.2
12271,18.5
344,7.6
5494,3.6
7048,9.3
9225,10.0
1004,17.8
4449,11.6
2280,9.7
456,10.6
12299,19.5
9422,10.6
4335,12.4
2621,5.9
873,12.6
11822,12.1
13848,1.1
8608,20.2
6387,20.1
14781,15.6
5114,4.2
13312,17.4
5212,9.1
10416,16.2
1760,10.6
842,6.2
13486,9.3
13024,17.7
7254,6.2
5199,3.8
4803,2.8
2902,4.8
10224,9.0
15191,18.0
14998,6.5
7111,21.2
6462,14.6
15022,8.4
14229,3.0
11733,5.8
8443,11.8
3431,14.1
14469,20.2
9249,12.0
13372,19.2
10563,8.1
12374,9.3
13349,19.4
4725,1.6
1469,6.8
5130,10.8
8368,9.0
7271,9.8
7854,18.8
7034,11.2
9340,20.4
10311,9.8
10939,3.6
368,5.2
12863,9.7
3593,5.7
1415,7.4
12707,10.7
9336,18.8
15212,19.0
12436,-0.6
13597,8.2
7089,15.0
7188,17.4
2825,11.4
9534,4.8
1721,14.8
11686,6.9
5324,17.8
4060,5.4
14788,19.1
1824,5.7
10778,19.2
7391,8.8
12332,11.4
12061,9.8
9613,11.2
3232,6.5
1918,4.2
9722,16.2
1569,4.6
1831,5.6
347,7.9
1242,12.9
8079,6.8
7637,9.2
11553,17.0
13656,14.9
8830,7.3
7948,13.4
6888,9.3
14301,0.8
13391,15.2
12227,15.5
12233,17.6
14111,15.6
6742,16.1
12717,16.1
10522,8.0
12731,6.0
13648,11.1
15220,14.8
13655,15.4
6125,18.2
10845,16.3
13380,18.1
1222,7.0
6779,21.0
2134,7.8
9162,11.1
10401,14.4
13094,8.5
7058,11.1
13586,7.2
509,11.8
13828,7.3
3986,3.6
748,2.9
5246,12.1
1259,13.0
4718,7.9
1888,5.0
15089,14.9
711,10.4
13465,10.4
14016,16.4
15129,16.4
5833,3.0
9912,6.0
13457,13.8
7914,16.0
4808,6.6
3329,3.0
3293,4.3
8687,10.2
12539,10.2
7441,11.8
12501,0.7
8526,11.4
14201,5.7
10468,15.0
4865,11.8
5551,11.0
9466,4.2
7712,6.4
104,15.3
7068,18.0
1794,6.4
10988,4.2
14595,7.0
2386,21.2
10814,
4847,11.1
13770,24.4
5837,3.8
10739,
1658,23.6
212,18.6
8439,8.6
5886,9.8
4419,-1.2
14473,17.1
5193,8.8
5735,15.2
1359,15.7
334,11.2
2166,7.8
3110,17.9
5709,18.8
10228,6.8
792,5.7
233,14.8
14182,8.0
8552,16.3
1064,7.6
209,18.6
11699,8.3
11064,9.7
13702,19.0
9749,20.2
4498,10.2
6951,9.6
6277,3.4
2413,15.5
9820,1.6
7945,12.6
11830,14.5
7476,13.2
871,13.9
1263,17.9
1618,19.1
13692,18.0
4345,4.9
10309,6.0
2414,15.2
9634,10.2
13820,7.2
6702,9.0
1220,5.6
6264,6.2
1765,11.1
12590,18.8
8695,14.6
13673,20.6
2001,14.8
5609,14.1
9063,5.8
4581,18.3
14551,8.7
1485,8.4
3582,12.3
2523,0.9
5990,16.7
11924,17.3
13466,11.1
9939,6.2
3078,14.2
4833,6.9
6948,12.8
1305,18.2
4782,8.0
6206,-0.8
13762,18.4
4381,6.3
13414,12.7
7655,7.1
14314,9.2
6243,2.0
9787,11.8
2165,10.2
617,13.0
14881,16.9
13566,9.0
6497,13.3
8720,8.5
10479,17.6
9308,14.8
14554,12.0
2163,7.6
4770,-0.4
10376,11.6
15035,7.6
2004,18.4
14360,11.3
14667,10.8
3047,11.8
12783,8.0
13605,7.0
14668,8.9
9644,17.9
6641,10.2
8398,2.1
9330,19.4
3095,15.8
11986,10.1
3285,10.0
8405,2.8
9683,16.5
7656,3.4
1313,19.8
12036,5.8
10308,5.0
9373,16.2
2903,6.0
10995,0.2
3333,5.6
11541,18.9
3053,12.6
11342,3.0
5072,4.7
8880,14.3
10042,20.7
9073,9.9
2269,1.7
2694,13.9
8373,8.4
13837,5.2
10194,9.8
9592,10.7
10761,15.2
8267,18.3
10022,22.2
8074,5.5
8255,17.8
4707,3.0
13685,18.9
2114,10.6
7606,11.6
1541,5.8
6438,20.9
2602,0.5
14952,8.1
4607,19.4
10687,8.2
13968,16.6
11057,12.3
4756,8.2
6595,4.0
5538,7.2
13730,19.3
520,21.8
10701,8.7
8972,16.6
9646,14.2
11051,11.4
1092,2.6
14125,14.5
8762,8.3
4913,20.3
6123,16.8
13827,5.6
3771,8.4
6650,11.4
1109,-4.2
4655,11.4
13099,12.2
1038,10.6
6973,2.8
20,0.0
13830,6.6
14938,10.1
5531,0.2
13343,19.9
934,14.6
11892,16.7
15120,18.1
13881,3.6
14500,14.3
1726,16.3
4490,5.6
13000,19.3
9033,12.7
1737,18.8
10580,1.2
7532,14.8
561,13.2
7477,13.0
14162,13.8
12143,9.2
1162,3.2
9071,10.8
10251,2.6
7255,7.4
15303,10.2
1527,8.0
8094,3.4
9044,11.1
2930,0.2
14437,19.4
58,4.4
8952,19.1
8421,11.6
13085,13.9
4483,14.8
2291,8.9
10610,11.2
13162,6.6
14899,11.8
10635,6.4
11628,12.5
11814,18.6
1649,22.3
15139,18.7
6436,18.0
2724,19.4
10838,15.8
938,19.4
4510,10.4
13155,6.0
15050,7.9
4694,11.1
13988,8.9
10076,17.6
998,14.6
9392,18.2
4528,14.7
3870,21.9
7219,11.5
5354,15.1
14597,7.8
2907,6.1
11013,9.3
10010,12.8
3538,20.2
14146,16.8
5993,14.4
14499,13.8
915,15.0
13875,2.8
4415,1.6
11712,4.9
10519,9.3
10360,11.4
1817,9.9
14981,8.1
11926,15.1
3949,11.4
337,9.8
2072,21.0
13293,12.8
5822,9.3
10760,15.6
5143,6.0
12917,12.9
3513,18.6
2815,11.2
14898,13.0
6375,16.4
11625,11.7
13785,17.6
13071,13.9
11118,14.4
12051,8.2
766,4.6
3782,12.8
10832,18.2
1144,4.0
12520,9.7
2510,2.6
15157,18.4
2273,6.4
2860,9.4
1221,6.2
11066,10.8
4864,12.0
14873,19.1
11140,22.8
8282,14.3
11504,20.5
7074,18.8
4924,18.0
4532,12.8
7168,19.8
1672,23.4
11735,7.2
7134,15.6
9075,12.9
4055,11.4
7676,7.2
1808,4.6
2275,5.0
3761,7.0
7319,7.9
14558,11.9
13680,16.2
11560,17.3
2045,17.0
13301,15.4
13572,5.4
5113,0.7
1295,19.7
14827,20.1
4687,14.0
3952,15.2
6866,16.4
4317,10.3
10282,8.1
444,2.6
5519,4.3
858,14.0
8076,6.6
4439,6.5
5321,17.3
841,6.2
6958,6.4
8596,19.5
14213,1.9
11816,15.5
994,16.0
7553,20.4
9211,9.5
1554,6.0
11017,7.6
1973,7.7
1951,11.2
14468,19.4
9716,16.8
7773,6.4
12746,6.0
2513,3.6
5559,8.8
11413,6.1
6301,3.8
2835,15.6
4700,4.0
2445,17.6
2233,-2.6
3050,15.2
14862,15.9
400,6.2
7757,6.2
10038,14.6
5198,4.2
15183,18.6
11601,15.7
1023,8.0
3298,5.6
7581,10.2
11449,10.1
14982,11.8
14635,7.8
8262,24.4
5894,8.2
4241,23.0
5424,9.6
6875,5.9
8522,10.0
6805,24.8
4309,15.2
4080,7.8
803,8.4
1550,6.6
1009,12.8
15301,10.2
8879,11.4
2737,22.2
15021,12.5
5095,5.7
648,5.6
10394,16.8
2862,6.0
4975,16.3
7471,19.2
6399,16.3
14904,11.2
11893,17.5
550,15.3
11492,11.8
5617,9.2
8990,23.0
9072,11.9
211,17.8
12824,6.7
13324,18.5
6343,10.6
1781,7.6
11198,15.0
3543,12.0
7821,12.6
1438,8.4
2515,1.8
2868,8.2
2434,17.0
5045,7.8
4792,6.8
11129,16.2
9478,4.2
12002,9.9
6608,3.0
6475,12.8
1314,18.6
9542,4.6
6822,16.2
9115,1.5
3979,5.0
12,-2.6
6817,19.2
818,11.5
2784,15.6
11250,10.3
14722,17.4
453,9.2
1049,7.5
14868,18.0
1656,25.2
3457,18.4
8918,18.7
13411,14.7
12033,7.4
13317,18.1
5139,4.4
2908,7.7
12750,8.8
940,19.3
7028,14.4
8668,13.0
11799,18.2
7990,5.7
13925,8.0
12493,7.9
4634,17.6
14066,25.4
12665,21.1
8715,10.7
1400,15.4
9931,4.7
30,2.1
6363,14.0
6258,2.4
13632,6.4
3677,4.2
11909,17.0
672,3.1
13647,14.4
7699,11.6
6627,9.8
14609,9.4
5466,12.4
12955,18.7
11833,14.1
9140,7.9
1108,-2.2
14987,7.5
13905,0.3
3229,10.0
7937,15.2
9669,21.6
8358,8.0
3319,6.5
10263,2.5
5835,-2.2
7841,18.5
9441,10.0
9338,19.3
10484,14.8
2553,-3.3
4775,3.3
13761,18.2
2686,14.5
14654,7.2
14947,4.6
1563,5.6
13041,17.1
555,13.2
3071,16.8
11917,14.8
12856,9.7
4474,9.9
7722,4.6
12126,9.3
11416,9.0
4856,12.8
5268,15.6
2853,7.3
6885,10.8
7998,6.8
11655,-1.1
10095,16.6
9841,2.8
4601,18.0
13330,28.7
10325,11.8
14158,12.1
2213,2.9
4929,20.3
11164,17.8
11226,14.2
15108,9.7
6991,10.0
2111,13.2
13078,10.3
10099,17.4
8242,21.2
13928,9.2
14008,10.7
13611,8.1
13333,22.2
4446,8.9
13883,3.9
11490,15.9
8001,8.8
8075,4.4
5026,12.5
28,1.9
14532,12.9
12302,15.0
13120,6.2
10260,5.4
355,1.3
1429,0.1
11321,4.6
10820,17.2
11068,13.3
12550,10.2
11434,9.0
332,8.2
5643,18.4
9193,4.7
7811,12.2
13724,19.8
4224,18.2
964,17.6
11095,13.3
120,5.6
4930,17.7
11366,2.6
5579,8.6
15156,16.2
8114,3.4
4710,7.4
3281,8.2
2370,13.8
5522,2.2
2544,7.6
11546,16.4
11354,2.3
2885,12.6
10275,7.0
2178,3.7
9149,5.6
4898,16.8
5153,6.2
1209,10.4
5170,4.4
7978,7.2
9825,1.8
7936,19.4
3123,14.4
14393,15.9
1544,4.2
7955,10.8
14601,9.8
10978,3.8
7205,16.8
12908,11.9
9848,2.4
10347,15.4
13985,10.9
945,17.8
10947,10.2
4550,12.6
13707,15.8
12495,3.4
12659,19.5
8525,8.2
9269,18.3
14613,3.0
1675,14.8
9643,22.2
1561,7.0
11857,15.0
14797,17.8
7976,7.2
6213,6.6
8688,11.7
6044,23.7
4541,13.4
1782,8.1
7496,20.9
13760,16.8
1095,6.0
10556,6.9
10905,9.6
7985,9.0
3287,9.6
12680,12.3
677,3.7
6193,4.0
2605,-0.2
1392,7.8
11203,16.6
13276,12.3
752,7.8
1711,15.8
3737,11.7
15011,4.8
15008,10.3
13104,8.7
3215,12.8
797,12.0
8409,3.4
1777,8.2
4113,5.4
1770,12.6
13972,10.7
10833,19.7
13076,15.1
10499,12.6
6412,23.8
3022,8.0
14220,10.8
4228,20.4
14119,21.1
3012,8.4
14013,16.4
9913,4.2
5764,13.8
15336,7.5
4619,18.0
15127,19.1
7070,16.8
11817,14.9
10164,13.5
527,15.4
366,-1.8
6098,15.7
14372,19.1
4264,16.0
4262,19.9
9755,13.6
1919,3.0
701,3.0
6170,8.4
8108,6.4
9625,8.8
5018,18.6
11345,6.2
4423,-3.4
12125,7.6
4868,9.6
1298,17.2
7301,7.2
1352,16.2
2926,6.8
8218,21.6
11906,16.2
1287,21.0
6909,3.2
12933,14.6
12554,10.2
4350,6.2
8878,12.6
3697,6.6
2013,20.0
10259,8.6
4373,10.4
9239,8.9
5677,19.5
7153,16.4
9770,13.4
2147,5.0
8617,16.8
2705,10.2
5473,1.4
8699,12.7
2570,7.1
12943,20.6
7103,13.0
9887,3.0
14977,9.9
7585,13.6
8140,9.6
11204,15.0
810,11.0
12610,17.6
5684,24.3
9052,13.5
312,6.2
2073,15.4
13118,7.5
11532,18.3
11235,14.2
885,13.0
1477,7.8
1790,13.6
3142,16.4
8542,15.9
2008,16.2
3454,16.4
682,4.6
3895,16.0
11007,8.0
8997,17.0
10848,14.6
57,3.7
6916,10.8
13855,9.2
9311,17.4
2399,19.2
8618,19.6
14775,15.8
4126,9.0
9102,8.4
9023,18.6
9500,8.7
1468,5.4
5761,11.9
1416,7.8
470,14.6
2358,14.0
2722,19.0
12104,6.9
6886,11.6
7499,16.4
13084,14.2
13012,17.9
9855,4.0
4525,14.2
4610,19.6
14524,10.1
12361,5.4
6041,18.2
11839,14.5
3869,19.4
9053,12.0
14720,16.1
14403,18.5
6786,16.6
7894,20.4
12433,1.3
10790,16.4
12727,8.6
4674,6.4
1055,11.6
2281,12.2
9364,15.7
11388,1.3
13353,16.2
10769,16.0
1924,7.5
6379,16.8
4907,17.4
11513,23.1
13876,3.0
1075,-1.2
1115,6.8
3936,13.9
3533,15.1
15030,7.1
7889,20.2
460,7.7
3032,9.7
4207,15.2
6713,15.0
13684,15.8
6398,15.0
5841,12.0
6939,8.1
1452,0.9
2149,6.8
319,4.4
13401,16.5
7864,17.2
6769,19.4
1922,5.3
12335,11.5
13641,18.4
10444,19.7
12375,5.6
7801,14.4
10868,9.0
14489,18.1
2129,15.9
6403,20.4
7403,13.0
6478,14.0
6300,4.3
14322,1.9
11162,17.0
9048,16.2
12598,17.7
2509,1.3
1052,9.6
7819,11.8
6152,5.6
1681,21.6
12171,9.0
4067,9.0
5024,12.0
1456,8.4
9006,16.0
361,4.1
8870,17.0
14716,12.9
9197,5.8
15140,18.0
3145,16.8
13776,16.3
8749,6.8
505,11.8
10659,7.0
7169,19.0
13677,17.7
11785,14.5
13251,12.6
13394,13.0
540,13.6
4235,17.0
5507,6.2
13812,11.8
14628,3.0
10080,21.2
13863,8.0
754,9.4
8332,14.0
2003,19.3
2542,9.0
6073,23.8
2918,6.4
7791,12.0
5218,9.8
237,14.6
4271,16.4
5875,9.2
12453,7.5
100,13.1
11035,8.9
11055,12.2
9801,13.2
9893,1.5
5362,14.2
4766,4.6
8115,4.6
4880,13.4
12964,15.5
601,14.6
9767,12.2
13697,15.6
6182,3.0
12140,13.5
15333,6.1
2431,17.8
15117,20.0
1044,5.3
11866,19.0
1557,6.2
5009,17.2
1487,11.4
6577,-2.4
14941,9.0
14120,21.2
13053,16.9
2115,13.3
5795,11.2
13636,14.2
7364,10.2
8291,13.7
5491,9.6
10771,19.4
618,16.2
7920,14.4
8541,15.6
11788,13.5
15009,6.7
3396,14.0
1600,10.2
10515,15.4
10715,12.9
1615,17.6
1752,12.2
8911,14.1
2040,18.4
2083,16.7
9192,2.5
546,14.2
6199,7.2
10993,2.0
14138,12.1
11528,21.1
5147,4.4
11438,13.6
675,3.7
2545,8.0
4371,4.4
12768,11.0
3999,7.6
14577,12.9
6014,18.7
